relation1,attribute1,relation2,attribute2,frequency
hasSleeveType,sleeveless,hasLength,above the navel,1
hasNeckline,v-neck,hasLength,above the navel,1
hasWaistline,natural,hasLength,above the navel,1
hasSilhouette,fitted,hasLength,above the navel,1
belongsToCategory,upperbody,hasLength,above the navel,1
depicts,bra,hasLength,above the navel,1
hasLength,above the navel,hasWaistline,natural,1
hasLength,above the navel,hasSilhouette,fitted,1
hasLength,above the navel,belongsToCategory,upperbody,1
hasLength,above the navel,depicts,bra,1
hasOpeningType,button front,hasPattern,solid color,1
hasCollarType,notch-collar,hasPattern,solid color,1
hasSilhouette,a-line,hasPattern,solid color,1
depicts,shirt,hasPattern,solid color,1
hasOpeningType,button front,hasMaterialType,cotton,1
hasCollarType,notch-collar,hasMaterialType,cotton,1
hasPattern,solid color,hasOpeningType,button front,1
hasMaterialType,cotton,hasOpeningType,button front,1
hasSleeveType,short-sleeve,hasOpeningType,button front,1
hasNeckline,v-neck,hasOpeningType,button front,1
hasCollarType,notch-collar,hasOpeningType,button front,1
hasLength,regular,hasOpeningType,button front,1
hasWaistline,natural,hasOpeningType,button front,1
hasSilhouette,a-line,hasOpeningType,button front,1
belongsToCategory,upperbody,hasOpeningType,button front,1
depicts,shirt,hasOpeningType,button front,1
hasOpeningType,button front,hasSleeveType,short-sleeve,1
hasCollarType,notch-collar,hasSleeveType,short-sleeve,1
hasOpeningType,button front,hasNeckline,v-neck,1
hasCollarType,notch-collar,hasNeckline,v-neck,1
hasPattern,solid color,hasCollarType,notch-collar,1
hasMaterialType,cotton,hasCollarType,notch-collar,1
hasOpeningType,button front,hasCollarType,notch-collar,1
hasSleeveType,short-sleeve,hasCollarType,notch-collar,1
hasNeckline,v-neck,hasCollarType,notch-collar,1
hasLength,regular,hasCollarType,notch-collar,1
hasWaistline,natural,hasCollarType,notch-collar,1
hasSilhouette,a-line,hasCollarType,notch-collar,1
belongsToCategory,upperbody,hasCollarType,notch-collar,1
depicts,shirt,hasCollarType,notch-collar,1
hasOpeningType,button front,hasLength,regular,1
hasCollarType,notch-collar,hasLength,regular,1
hasOpeningType,button front,hasWaistline,natural,1
hasCollarType,notch-collar,hasWaistline,natural,1
hasPattern,solid color,hasSilhouette,a-line,1
hasOpeningType,button front,hasSilhouette,a-line,1
hasCollarType,notch-collar,hasSilhouette,a-line,1
hasOpeningType,button front,belongsToCategory,upperbody,1
hasCollarType,notch-collar,belongsToCategory,upperbody,1
hasPattern,solid color,depicts,shirt,1
hasOpeningType,button front,depicts,shirt,1
hasCollarType,notch-collar,depicts,shirt,1
hasCollarType,mandarin-collar,hasPattern,floral,1
hasCollarType,mandarin-collar,hasMaterialType,cotton,1
hasCollarType,mandarin-collar,hasNeckline,v-neck,1
hasPattern,floral,hasCollarType,mandarin-collar,1
hasMaterialType,cotton,hasCollarType,mandarin-collar,1
hasNeckline,v-neck,hasCollarType,mandarin-collar,1
hasLength,regular,hasCollarType,mandarin-collar,1
hasWaistline,natural,hasCollarType,mandarin-collar,1
hasSilhouette,a-line,hasCollarType,mandarin-collar,1
belongsToCategory,upperbody,hasCollarType,mandarin-collar,1
depicts,shirt,hasCollarType,mandarin-collar,1
hasCollarType,mandarin-collar,hasLength,regular,1
hasCollarType,mandarin-collar,hasWaistline,natural,1
hasCollarType,mandarin-collar,hasSilhouette,a-line,1
hasCollarType,mandarin-collar,belongsToCategory,upperbody,1
hasCollarType,mandarin-collar,depicts,shirt,1
hasNeckline,sweetheart neckline,hasMaterialType,cotton,1
hasNeckline,sweetheart neckline,hasSleeveType,sleeveless,1
hasMaterialType,cotton,hasNeckline,sweetheart neckline,1
hasSleeveType,sleeveless,hasNeckline,sweetheart neckline,1
hasLength,midriff-baring,hasNeckline,sweetheart neckline,1
hasWaistline,natural,hasNeckline,sweetheart neckline,1
hasSilhouette,fitted,hasNeckline,sweetheart neckline,1
belongsToCategory,upperbody,hasNeckline,sweetheart neckline,1
depicts,bra,hasNeckline,sweetheart neckline,1
hasNeckline,sweetheart neckline,hasLength,midriff-baring,1
hasNeckline,sweetheart neckline,hasWaistline,natural,1
hasNeckline,sweetheart neckline,hasSilhouette,fitted,1
hasNeckline,sweetheart neckline,belongsToCategory,upperbody,1
hasNeckline,sweetheart neckline,depicts,bra,1
hasOpeningType,front open,hasPattern,striped,1
hasNeckline,round,hasPattern,striped,1
hasOpeningType,front open,hasMaterialType,cotton,1
hasNeckline,round,hasMaterialType,cotton,1
hasPattern,striped,hasOpeningType,front open,1
hasMaterialType,cotton,hasOpeningType,front open,1
hasSleeveType,sleeveless,hasOpeningType,front open,1
hasNeckline,round,hasOpeningType,front open,1
hasLength,short,hasOpeningType,front open,1
hasWaistline,natural,hasOpeningType,front open,1
hasSilhouette,fitted,hasOpeningType,front open,1
belongsToCategory,upperbody,hasOpeningType,front open,1
depicts,bra,hasOpeningType,front open,1
hasOpeningType,front open,hasSleeveType,sleeveless,1
hasNeckline,round,hasSleeveType,sleeveless,1
hasPattern,striped,hasNeckline,round,1
hasMaterialType,cotton,hasNeckline,round,1
hasOpeningType,front open,hasNeckline,round,1
hasSleeveType,sleeveless,hasNeckline,round,1
hasLength,short,hasNeckline,round,1
hasWaistline,natural,hasNeckline,round,1
hasSilhouette,fitted,hasNeckline,round,1
belongsToCategory,upperbody,hasNeckline,round,1
depicts,bra,hasNeckline,round,1
hasOpeningType,front open,hasLength,short,1
hasNeckline,round,hasLength,short,1
hasOpeningType,front open,hasWaistline,natural,1
hasNeckline,round,hasWaistline,natural,1
hasOpeningType,front open,hasSilhouette,fitted,1
hasNeckline,round,hasSilhouette,fitted,1
hasOpeningType,front open,belongsToCategory,upperbody,1
hasNeckline,round,belongsToCategory,upperbody,1
hasOpeningType,front open,depicts,bra,1
hasNeckline,round,depicts,bra,1
hasMaterialType,cotton,hasPattern,checkered,1
hasOpeningType,button,hasPattern,checkered,1
hasSleeveType,long-sleeve,hasPattern,checkered,1
hasNeckline,regular,hasPattern,checkered,1
hasCollarType,spread-collar,hasPattern,checkered,1
hasLength,long,hasPattern,checkered,1
hasWaistline,natural,hasPattern,checkered,1
hasSilhouette,regular,hasPattern,checkered,1
belongsToCategory,upperbody,hasPattern,checkered,1
depicts,shirt,hasPattern,checkered,1
hasPattern,checkered,hasMaterialType,cotton,1
hasSleeveType,long-sleeve,hasMaterialType,cotton,1
hasNeckline,regular,hasMaterialType,cotton,1
hasCollarType,spread-collar,hasMaterialType,cotton,1
hasLength,long,hasMaterialType,cotton,1
hasPattern,checkered,hasOpeningType,button,1
hasSleeveType,long-sleeve,hasOpeningType,button,1
hasNeckline,regular,hasOpeningType,button,1
hasCollarType,spread-collar,hasOpeningType,button,1
hasLength,long,hasOpeningType,button,1
hasPattern,checkered,hasSleeveType,long-sleeve,1
hasMaterialType,cotton,hasSleeveType,long-sleeve,1
hasOpeningType,button,hasSleeveType,long-sleeve,1
hasNeckline,regular,hasSleeveType,long-sleeve,1
hasCollarType,spread-collar,hasSleeveType,long-sleeve,1
hasLength,long,hasSleeveType,long-sleeve,1
hasWaistline,natural,hasSleeveType,long-sleeve,1
hasSilhouette,regular,hasSleeveType,long-sleeve,1
belongsToCategory,upperbody,hasSleeveType,long-sleeve,1
depicts,shirt,hasSleeveType,long-sleeve,1
hasPattern,checkered,hasNeckline,regular,1
hasMaterialType,cotton,hasNeckline,regular,1
hasOpeningType,button,hasNeckline,regular,1
hasSleeveType,long-sleeve,hasNeckline,regular,1
hasCollarType,spread-collar,hasNeckline,regular,1
hasLength,long,hasNeckline,regular,1
hasWaistline,natural,hasNeckline,regular,1
belongsToCategory,upperbody,hasNeckline,regular,1
depicts,shirt,hasNeckline,regular,1
hasPattern,checkered,hasCollarType,spread-collar,1
hasMaterialType,cotton,hasCollarType,spread-collar,1
hasOpeningType,button,hasCollarType,spread-collar,1
hasSleeveType,long-sleeve,hasCollarType,spread-collar,1
hasNeckline,regular,hasCollarType,spread-collar,1
hasLength,long,hasCollarType,spread-collar,1
hasWaistline,natural,hasCollarType,spread-collar,1
hasSilhouette,regular,hasCollarType,spread-collar,1
belongsToCategory,upperbody,hasCollarType,spread-collar,1
depicts,shirt,hasCollarType,spread-collar,1
hasPattern,checkered,hasLength,long,1
hasMaterialType,cotton,hasLength,long,1
hasOpeningType,button,hasLength,long,1
hasSleeveType,long-sleeve,hasLength,long,1
hasNeckline,regular,hasLength,long,1
hasCollarType,spread-collar,hasLength,long,1
hasWaistline,natural,hasLength,long,1
hasSilhouette,regular,hasLength,long,1
belongsToCategory,upperbody,hasLength,long,1
depicts,shirt,hasLength,long,1
hasPattern,checkered,hasWaistline,natural,1
hasSleeveType,long-sleeve,hasWaistline,natural,1
hasNeckline,regular,hasWaistline,natural,1
hasCollarType,spread-collar,hasWaistline,natural,1
hasLength,long,hasWaistline,natural,1
hasPattern,checkered,hasSilhouette,regular,1
hasSleeveType,long-sleeve,hasSilhouette,regular,1
hasCollarType,spread-collar,hasSilhouette,regular,1
hasLength,long,hasSilhouette,regular,1
hasPattern,checkered,belongsToCategory,upperbody,1
hasSleeveType,long-sleeve,belongsToCategory,upperbody,1
hasNeckline,regular,belongsToCategory,upperbody,1
hasCollarType,spread-collar,belongsToCategory,upperbody,1
hasLength,long,belongsToCategory,upperbody,1
hasPattern,checkered,depicts,shirt,1
hasSleeveType,long-sleeve,depicts,shirt,1
hasNeckline,regular,depicts,shirt,1
hasCollarType,spread-collar,depicts,shirt,1
hasLength,long,depicts,shirt,1
hasFabricTreatment,stretchy,hasPattern,solid-colored,1
hasMaterialType,fabric,hasPattern,solid-colored,1
hasSleeveType,sleeveless,hasPattern,solid-colored,1
hasNeckline,v-neck,hasPattern,solid-colored,1
hasLength,body-conforming,hasPattern,solid-colored,1
hasWaistline,natural,hasPattern,solid-colored,1
hasSilhouette,fitted,hasPattern,solid-colored,1
belongsToCategory,upperbody,hasPattern,solid-colored,1
depicts,bra,hasPattern,solid-colored,1
hasPattern,solid-colored,hasFabricTreatment,stretchy,1
hasPattern,solid-colored,hasMaterialType,fabric,1
hasPattern,solid-colored,hasSleeveType,sleeveless,1
hasPattern,solid-colored,hasNeckline,v-neck,1
hasLength,body-conforming,hasNeckline,v-neck,1
hasPattern,solid-colored,hasLength,body-conforming,1
hasNeckline,v-neck,hasLength,body-conforming,1
hasPattern,solid-colored,hasWaistline,natural,1
hasPattern,solid-colored,hasSilhouette,fitted,1
hasPattern,solid-colored,belongsToCategory,upperbody,1
hasPattern,solid-colored,depicts,bra,1
hasOpeningType,buttons,hasPattern,striped,1
hasOpeningType,buttons,hasMaterialType,cotton,1
hasPattern,striped,hasOpeningType,buttons,1
hasMaterialType,cotton,hasOpeningType,buttons,1
hasSleeveType,short-sleeve,hasOpeningType,buttons,1
hasNeckline,v-neck,hasOpeningType,buttons,1
hasCollarType,pointed-collar,hasOpeningType,buttons,1
hasLength,regular,hasOpeningType,buttons,1
hasWaistline,natural,hasOpeningType,buttons,1
hasSilhouette,fitted,hasOpeningType,buttons,1
belongsToCategory,upperbody,hasOpeningType,buttons,1
depicts,shirt,hasOpeningType,buttons,1
hasOpeningType,buttons,hasSleeveType,short-sleeve,1
hasOpeningType,buttons,hasNeckline,v-neck,1
hasOpeningType,buttons,hasCollarType,pointed-collar,1
hasOpeningType,buttons,hasLength,regular,1
hasOpeningType,buttons,hasWaistline,natural,1
hasOpeningType,buttons,hasSilhouette,fitted,1
hasOpeningType,buttons,belongsToCategory,upperbody,1
hasOpeningType,buttons,depicts,shirt,1
hasNeckline,sweetheart,hasPattern,striped,1
hasLength,midriff,hasPattern,striped,1
hasSilhouette,underwired,hasPattern,striped,1
hasOpeningType,zipper,hasFabricTreatment,stretchy,1
hasLength,midriff,hasFabricTreatment,stretchy,1
hasSilhouette,underwired,hasFabricTreatment,stretchy,1
hasLength,midriff,hasMaterialType,cotton,1
hasSilhouette,underwired,hasMaterialType,cotton,1
hasFabricTreatment,stretchy,hasOpeningType,zipper,1
hasNeckline,sweetheart,hasOpeningType,zipper,1
hasLength,midriff,hasOpeningType,zipper,1
hasSilhouette,underwired,hasOpeningType,zipper,1
hasLength,midriff,hasSleeveType,sleeveless,1
hasSilhouette,underwired,hasSleeveType,sleeveless,1
hasPattern,striped,hasNeckline,sweetheart,1
hasOpeningType,zipper,hasNeckline,sweetheart,1
hasLength,midriff,hasNeckline,sweetheart,1
hasSilhouette,underwired,hasNeckline,sweetheart,1
hasPattern,striped,hasLength,midriff,1
hasFabricTreatment,stretchy,hasLength,midriff,1
hasMaterialType,cotton,hasLength,midriff,1
hasOpeningType,zipper,hasLength,midriff,1
hasSleeveType,sleeveless,hasLength,midriff,1
hasNeckline,sweetheart,hasLength,midriff,1
hasWaistline,natural,hasLength,midriff,1
hasSilhouette,underwired,hasLength,midriff,1
belongsToCategory,upperbody,hasLength,midriff,1
depicts,bra,hasLength,midriff,1
hasLength,midriff,hasWaistline,natural,1
hasSilhouette,underwired,hasWaistline,natural,1
hasPattern,striped,hasSilhouette,underwired,1
hasFabricTreatment,stretchy,hasSilhouette,underwired,1
hasMaterialType,cotton,hasSilhouette,underwired,1
hasOpeningType,zipper,hasSilhouette,underwired,1
hasSleeveType,sleeveless,hasSilhouette,underwired,1
hasNeckline,sweetheart,hasSilhouette,underwired,1
hasLength,midriff,hasSilhouette,underwired,1
hasWaistline,natural,hasSilhouette,underwired,1
belongsToCategory,upperbody,hasSilhouette,underwired,1
depicts,bra,hasSilhouette,underwired,1
hasLength,midriff,belongsToCategory,upperbody,1
hasSilhouette,underwired,belongsToCategory,upperbody,1
hasLength,midriff,depicts,bra,1
hasSilhouette,underwired,depicts,bra,1
hasMaterialType,cotton,hasFabricTreatment,non-treated,1
hasOpeningType,front opening,hasFabricTreatment,non-treated,1
hasSleeveType,sleeveless,hasFabricTreatment,non-treated,1
hasNeckline,v-neck,hasFabricTreatment,non-treated,1
hasLength,short,hasFabricTreatment,non-treated,1
hasWaistline,natural,hasFabricTreatment,non-treated,1
hasSilhouette,push-up,hasFabricTreatment,non-treated,1
belongsToCategory,upperbody,hasFabricTreatment,non-treated,1
depicts,bra,hasFabricTreatment,non-treated,1
hasFabricTreatment,non-treated,hasMaterialType,cotton,1
hasSilhouette,push-up,hasMaterialType,cotton,1
hasFabricTreatment,non-treated,hasOpeningType,front opening,1
hasNeckline,v-neck,hasOpeningType,front opening,1
hasSilhouette,push-up,hasOpeningType,front opening,1
hasFabricTreatment,non-treated,hasSleeveType,sleeveless,1
hasFabricTreatment,non-treated,hasNeckline,v-neck,1
hasOpeningType,front opening,hasNeckline,v-neck,1
hasSilhouette,push-up,hasNeckline,v-neck,1
hasFabricTreatment,non-treated,hasLength,short,1
hasSilhouette,push-up,hasLength,short,1
hasFabricTreatment,non-treated,hasWaistline,natural,1
hasFabricTreatment,non-treated,hasSilhouette,push-up,1
hasMaterialType,cotton,hasSilhouette,push-up,1
hasOpeningType,front opening,hasSilhouette,push-up,1
hasNeckline,v-neck,hasSilhouette,push-up,1
hasLength,short,hasSilhouette,push-up,1
hasFabricTreatment,non-treated,belongsToCategory,upperbody,1
hasFabricTreatment,non-treated,depicts,bra,1
hasCollarType,pointed,hasFabricTreatment,plain weave,1
hasCollarType,pointed,hasMaterialType,cotton,1
hasCollarType,pointed,hasSleeveType,short,1
hasSilhouette,fitted,hasSleeveType,short,1
hasCollarType,pointed,hasNeckline,v-neck,1
hasFabricTreatment,plain weave,hasCollarType,pointed,1
hasMaterialType,cotton,hasCollarType,pointed,1
hasSleeveType,short,hasCollarType,pointed,1
hasNeckline,v-neck,hasCollarType,pointed,1
hasLength,regular,hasCollarType,pointed,1
hasWaistline,natural,hasCollarType,pointed,1
hasSilhouette,fitted,hasCollarType,pointed,1
belongsToCategory,upperbody,hasCollarType,pointed,1
depicts,shirt,hasCollarType,pointed,1
hasCollarType,pointed,hasLength,regular,1
hasCollarType,pointed,hasWaistline,natural,1
hasSleeveType,short,hasSilhouette,fitted,1
hasCollarType,pointed,hasSilhouette,fitted,1
hasCollarType,pointed,belongsToCategory,upperbody,1
hasCollarType,pointed,depicts,shirt,1
hasFabricTreatment,plain weave,hasPattern,solid color,1
hasPocketType,non-existent pockets,hasPattern,solid color,1
hasSilhouette,v-neck,hasPattern,solid color,1
depicts,t-shirt,hasPattern,solid color,1
hasPattern,solid color,hasFabricTreatment,plain weave,1
hasPocketType,non-existent pockets,hasFabricTreatment,plain weave,1
hasSilhouette,v-neck,hasFabricTreatment,plain weave,1
depicts,t-shirt,hasFabricTreatment,plain weave,1
hasPocketType,non-existent pockets,hasMaterialType,cotton,1
hasSilhouette,v-neck,hasMaterialType,cotton,1
hasPattern,solid color,hasPocketType,non-existent pockets,1
hasFabricTreatment,plain weave,hasPocketType,non-existent pockets,1
hasMaterialType,cotton,hasPocketType,non-existent pockets,1
hasSleeveType,short-sleeve,hasPocketType,non-existent pockets,1
hasNeckline,v-neck,hasPocketType,non-existent pockets,1
hasLength,regular,hasPocketType,non-existent pockets,1
hasWaistline,natural,hasPocketType,non-existent pockets,1
hasSilhouette,v-neck,hasPocketType,non-existent pockets,1
belongsToCategory,upperbody,hasPocketType,non-existent pockets,1
depicts,t-shirt,hasPocketType,non-existent pockets,1
hasPocketType,non-existent pockets,hasSleeveType,short-sleeve,1
hasSilhouette,v-neck,hasSleeveType,short-sleeve,1
hasPocketType,non-existent pockets,hasNeckline,v-neck,1
hasPocketType,non-existent pockets,hasLength,regular,1
hasSilhouette,v-neck,hasLength,regular,1
hasPocketType,non-existent pockets,hasWaistline,natural,1
hasSilhouette,v-neck,hasWaistline,natural,1
hasPattern,solid color,hasSilhouette,v-neck,1
hasFabricTreatment,plain weave,hasSilhouette,v-neck,1
hasMaterialType,cotton,hasSilhouette,v-neck,1
hasPocketType,non-existent pockets,hasSilhouette,v-neck,1
hasSleeveType,short-sleeve,hasSilhouette,v-neck,1
hasLength,regular,hasSilhouette,v-neck,1
hasWaistline,natural,hasSilhouette,v-neck,1
belongsToCategory,upperbody,hasSilhouette,v-neck,1
depicts,t-shirt,hasSilhouette,v-neck,1
hasPocketType,non-existent pockets,belongsToCategory,upperbody,1
hasSilhouette,v-neck,belongsToCategory,upperbody,1
hasPattern,solid color,depicts,t-shirt,1
hasFabricTreatment,plain weave,depicts,t-shirt,1
hasPocketType,non-existent pockets,depicts,t-shirt,1
hasSilhouette,v-neck,depicts,t-shirt,1
hasCollarType,v-neck,hasPattern,polka-dot,1
hasLength,regular,hasPattern,polka-dot,1
hasSilhouette,straight,hasPattern,polka-dot,1
depicts,t-shirt,hasPattern,polka-dot,1
hasSilhouette,straight,hasMaterialType,cotton,1
hasCollarType,v-neck,hasSleeveType,short-sleeve,1
hasSilhouette,straight,hasSleeveType,short-sleeve,1
hasSilhouette,straight,hasNeckline,v-neck,1
hasPattern,polka-dot,hasCollarType,v-neck,1
hasSleeveType,short-sleeve,hasCollarType,v-neck,1
hasSilhouette,straight,hasCollarType,v-neck,1
depicts,t-shirt,hasCollarType,v-neck,1
hasPattern,polka-dot,hasLength,regular,1
hasSilhouette,straight,hasLength,regular,1
hasSilhouette,straight,hasWaistline,natural,1
hasPattern,polka-dot,hasSilhouette,straight,1
hasMaterialType,cotton,hasSilhouette,straight,1
hasSleeveType,short-sleeve,hasSilhouette,straight,1
hasNeckline,v-neck,hasSilhouette,straight,1
hasCollarType,v-neck,hasSilhouette,straight,1
hasLength,regular,hasSilhouette,straight,1
hasWaistline,natural,hasSilhouette,straight,1
belongsToCategory,upperbody,hasSilhouette,straight,1
depicts,t-shirt,hasSilhouette,straight,1
hasSilhouette,straight,belongsToCategory,upperbody,1
hasPattern,polka-dot,depicts,t-shirt,1
hasCollarType,v-neck,depicts,t-shirt,1
hasSilhouette,straight,depicts,t-shirt,1
hasOpeningType,button,hasPattern,floral,1
hasSleeveType,long,hasPattern,floral,1
hasCollarType,notch,hasPattern,floral,1
hasSleeveType,long,hasMaterialType,cotton,1
hasCollarType,notch,hasMaterialType,cotton,1
hasPattern,floral,hasOpeningType,button,1
hasSleeveType,long,hasOpeningType,button,1
hasCollarType,notch,hasOpeningType,button,1
hasPattern,floral,hasSleeveType,long,1
hasMaterialType,cotton,hasSleeveType,long,1
hasOpeningType,button,hasSleeveType,long,1
hasNeckline,v-neck,hasSleeveType,long,1
hasCollarType,notch,hasSleeveType,long,1
hasLength,regular,hasSleeveType,long,1
hasWaistline,natural,hasSleeveType,long,1
hasSilhouette,fitted,hasSleeveType,long,1
belongsToCategory,upperbody,hasSleeveType,long,1
depicts,shirt,hasSleeveType,long,1
hasSleeveType,long,hasNeckline,v-neck,1
hasCollarType,notch,hasNeckline,v-neck,1
hasPattern,floral,hasCollarType,notch,1
hasMaterialType,cotton,hasCollarType,notch,1
hasOpeningType,button,hasCollarType,notch,1
hasSleeveType,long,hasCollarType,notch,1
hasNeckline,v-neck,hasCollarType,notch,1
hasLength,regular,hasCollarType,notch,1
hasWaistline,natural,hasCollarType,notch,1
hasSilhouette,fitted,hasCollarType,notch,1
belongsToCategory,upperbody,hasCollarType,notch,1
depicts,shirt,hasCollarType,notch,1
hasSleeveType,long,hasLength,regular,1
hasCollarType,notch,hasLength,regular,1
hasSleeveType,long,hasWaistline,natural,1
hasCollarType,notch,hasWaistline,natural,1
hasSleeveType,long,hasSilhouette,fitted,1
hasCollarType,notch,hasSilhouette,fitted,1
hasSleeveType,long,belongsToCategory,upperbody,1
hasCollarType,notch,belongsToCategory,upperbody,1
hasSleeveType,long,depicts,shirt,1
hasCollarType,notch,depicts,shirt,1
hasOpeningType,back opening,hasMaterialType,cotton,1
hasMaterialType,cotton,hasOpeningType,back opening,1
hasLength,short,hasOpeningType,back opening,1
hasOpeningType,back opening,hasLength,short,1
hasMaterialType,cotton,hasPattern,plaid,1
hasOpeningType,button-down,hasPattern,plaid,1
hasSleeveType,short-sleeve,hasPattern,plaid,1
hasNeckline,v-neck,hasPattern,plaid,1
hasCollarType,pointed-collar,hasPattern,plaid,1
hasLength,regular,hasPattern,plaid,1
hasWaistline,natural,hasPattern,plaid,1
hasSilhouette,a-line,hasPattern,plaid,1
belongsToCategory,upperbody,hasPattern,plaid,1
depicts,shirt,hasPattern,plaid,1
hasPattern,plaid,hasMaterialType,cotton,1
hasOpeningType,button-down,hasMaterialType,cotton,1
hasPattern,plaid,hasOpeningType,button-down,1
hasMaterialType,cotton,hasOpeningType,button-down,1
hasSleeveType,short-sleeve,hasOpeningType,button-down,1
hasNeckline,v-neck,hasOpeningType,button-down,1
hasCollarType,pointed-collar,hasOpeningType,button-down,1
hasLength,regular,hasOpeningType,button-down,1
hasWaistline,natural,hasOpeningType,button-down,1
hasSilhouette,a-line,hasOpeningType,button-down,1
belongsToCategory,upperbody,hasOpeningType,button-down,1
depicts,shirt,hasOpeningType,button-down,1
hasPattern,plaid,hasSleeveType,short-sleeve,1
hasOpeningType,button-down,hasSleeveType,short-sleeve,1
hasPattern,plaid,hasNeckline,v-neck,1
hasOpeningType,button-down,hasNeckline,v-neck,1
hasPattern,plaid,hasCollarType,pointed-collar,1
hasOpeningType,button-down,hasCollarType,pointed-collar,1
hasSilhouette,a-line,hasCollarType,pointed-collar,1
hasPattern,plaid,hasLength,regular,1
hasOpeningType,button-down,hasLength,regular,1
hasPattern,plaid,hasWaistline,natural,1
hasOpeningType,button-down,hasWaistline,natural,1
hasPattern,plaid,hasSilhouette,a-line,1
hasOpeningType,button-down,hasSilhouette,a-line,1
hasCollarType,pointed-collar,hasSilhouette,a-line,1
hasPattern,plaid,belongsToCategory,upperbody,1
hasOpeningType,button-down,belongsToCategory,upperbody,1
hasPattern,plaid,depicts,shirt,1
hasOpeningType,button-down,depicts,shirt,1
hasPattern,floral,hasAnimalPattern,animal print,1
hasFabricTreatment,stretchy,hasAnimalPattern,animal print,1
hasMaterialType,nylon,hasAnimalPattern,animal print,1
hasOpeningType,back closure,hasAnimalPattern,animal print,1
hasSleeveType,spaghetti straps,hasAnimalPattern,animal print,1
hasNeckline,plunging,hasAnimalPattern,animal print,1
hasLength,body-hugging,hasAnimalPattern,animal print,1
hasWaistline,natural,hasAnimalPattern,animal print,1
hasSilhouette,fitted,hasAnimalPattern,animal print,1
belongsToCategory,upperbody,hasAnimalPattern,animal print,1
depicts,bra,hasAnimalPattern,animal print,1
hasAnimalPattern,animal print,hasPattern,floral,1
hasSleeveType,spaghetti straps,hasPattern,floral,1
hasNeckline,plunging,hasPattern,floral,1
hasLength,body-hugging,hasPattern,floral,1
hasAnimalPattern,animal print,hasFabricTreatment,stretchy,1
hasNeckline,plunging,hasFabricTreatment,stretchy,1
hasAnimalPattern,animal print,hasMaterialType,nylon,1
hasSleeveType,spaghetti straps,hasMaterialType,nylon,1
hasNeckline,plunging,hasMaterialType,nylon,1
hasLength,body-hugging,hasMaterialType,nylon,1
hasAnimalPattern,animal print,hasOpeningType,back closure,1
hasAnimalPattern,animal print,hasSleeveType,spaghetti straps,1
hasPattern,floral,hasSleeveType,spaghetti straps,1
hasMaterialType,nylon,hasSleeveType,spaghetti straps,1
hasNeckline,plunging,hasSleeveType,spaghetti straps,1
hasAnimalPattern,animal print,hasNeckline,plunging,1
hasPattern,floral,hasNeckline,plunging,1
hasFabricTreatment,stretchy,hasNeckline,plunging,1
hasMaterialType,nylon,hasNeckline,plunging,1
hasSleeveType,spaghetti straps,hasNeckline,plunging,1
hasLength,body-hugging,hasNeckline,plunging,1
hasSilhouette,fitted,hasNeckline,plunging,1
hasAnimalPattern,animal print,hasLength,body-hugging,1
hasPattern,floral,hasLength,body-hugging,1
hasMaterialType,nylon,hasLength,body-hugging,1
hasNeckline,plunging,hasLength,body-hugging,1
hasAnimalPattern,animal print,hasWaistline,natural,1
hasAnimalPattern,animal print,hasSilhouette,fitted,1
hasNeckline,plunging,hasSilhouette,fitted,1
hasAnimalPattern,animal print,belongsToCategory,upperbody,1
hasAnimalPattern,animal print,depicts,bra,1
